Horizon,Model,RMSE,MAE,WAPE,sMAPE,N
1,LightGBM,0.0956678075872946,0.051348784608346465,1.0482505740041923,1.7028112750485787,1680000
1,Ridge,0.10190545633957587,0.05457667331852095,1.114145730414809,1.723705949882189,1680000
1,SeasonalNaive168,0.13229315641155942,0.05881712738095236,1.2007117210002922,0.5969982276530851,1680000
1,SeasonalNaive24,0.13674039694235346,0.06005688214285713,1.2260204727205786,0.5991226302103251,1680000
1,Naive,0.14142299436274078,0.060940204761904766,1.2440529042476351,0.5973168998243512,1680000
