series_id,observed_sales,recovered_demand,recovered_lost_demand,stockout_rate,stockout_rows,n_rows,Recovered lift over observed,Recovered share from imputation
16_360_481,52.3,60.935665,8.635666,0.2951388888888889,680,2304,0.1651179,0.14171776
0_140_26,67.41,78.53845,11.128453,0.3203125,738,2304,0.16508608,0.14169432
12_357_16,47.37,55.186142,7.8161426,0.2760416666666667,636,2304,0.16500196,0.14163235
0_209_366,42.54,49.554764,7.0147624,0.2921006944444444,673,2304,0.16489804,0.14155576
0_815_556,44.3,51.60072,7.3007183,0.24696180555555555,569,2304,0.16480178,0.14148481
0_212_765,53.74,62.595314,8.855313,0.23828125,549,2304,0.16478066,0.14146927
0_204_259,44.170002,51.447414,7.277413,0.22135416666666666,510,2304,0.16475917,0.14145343
0_132_207,64.78,75.448135,10.668137,0.2638888888888889,608,2304,0.16468257,0.14139695
3_813_737,40.350002,46.993145,6.643144,0.22960069444444445,529,2304,0.16463801,0.14136411
0_599_452,39.4,45.88502,6.485021,0.2981770833333333,687,2304,0.16459444,0.14133199
0_850_822,40.12,46.723236,6.603235,0.2126736111111111,490,2304,0.16458711,0.14132658
3_716_205,39.21,45.661007,6.4510074,0.21006944444444445,484,2304,0.16452454,0.14128044
0_182_487,41.56,48.397396,6.837396,0.19140625,441,2304,0.16451867,0.14127612
0_713_634,52.79,61.47322,8.683219,0.2287326388888889,527,2304,0.16448605,0.14125206
12_247_16,40.36,46.99612,6.63612,0.21397569444444445,493,2304,0.16442318,0.1412057
3_429_205,68.71,80.00475,11.294751,0.2743055555555556,632,2304,0.16438293,0.141176
15_79_763,39.63,46.140354,6.5103545,0.2265625,522,2304,0.16427843,0.14109893
12_342_638,44.04,51.274033,7.23403,0.2378472222222222,548,2304,0.16426043,0.14108564
0_822_738,47.9,55.76491,7.8649096,0.2886284722222222,665,2304,0.16419435,0.14103688
12_357_206,46.3,53.901997,7.6019945,0.2013888888888889,464,2304,0.16418995,0.14103363
14_77_422,42.0,48.892864,6.8928638,0.2586805555555556,596,2304,0.1641158,0.14097893
6_609_835,56.7,66.00275,9.302744,0.1644965277777778,379,2304,0.16406955,0.1409448
6_681_116,64.700005,75.3148,10.614799,0.2699652777777778,622,2304,0.16406178,0.14093909
0_554_470,42.100002,49.006485,6.9064856,0.2816840277777778,649,2304,0.16404954,0.14093003
13_592_599,43.7,50.864326,7.1643257,0.19401041666666666,447,2304,0.16394338,0.14085168
6_893_749,47.14,54.866302,7.7263017,0.265625,612,2304,0.16390118,0.14082053
16_573_364,42.5,49.45889,6.9588885,0.2417534722222222,557,2304,0.16373855,0.14070046
0_201_650,63.3,73.66134,10.3613405,0.2013888888888889,464,2304,0.16368626,0.14066185
0_621_63,50.2,58.413326,8.2133255,0.15755208333333334,363,2304,0.16361205,0.14060704
13_683_309,109.94,127.92709,17.98709,0.2552083333333333,588,2304,0.16360822,0.14060421
12_222_476,62.29,72.47674,10.186735,0.2591145833333333,597,2304,0.16353725,0.14055179
16_283_474,45.7,53.168648,7.4686456,0.2747395833333333,633,2304,0.1634277,0.14047086
12_372_802,50.600002,58.86758,8.267581,0.11458333333333333,264,2304,0.16339092,0.1404437
11_666_580,126.5,147.16702,20.667027,0.4652777777777778,1072,2304,0.1633757,0.14043246
3_724_294,44.74,52.044872,7.3048725,0.24522569444444445,565,2304,0.16327386,0.1403572
12_480_774,42.95,49.962597,7.0125947,0.2517361111111111,580,2304,0.16327345,0.14035688
5_743_683,45.9,53.393078,7.493078,0.2300347222222222,530,2304,0.16324788,0.140338
0_159_496,56.95,66.24528,9.295278,0.296875,684,2304,0.16321822,0.14031608
10_297_468,52.3,60.83606,8.536058,0.23567708333333334,543,2304,0.16321336,0.14031248
0_137_374,42.0,48.85479,6.8547907,0.2183159722222222,503,2304,0.1632093,0.1403095
3_873_666,46.08,53.60061,7.5206065,0.20572916666666666,474,2304,0.1632076,0.14030823
14_286_191,174.1,202.50395,28.403944,0.453125,1044,2304,0.16314729,0.14026365
0_217_140,50.2,58.38451,8.184508,0.2595486111111111,598,2304,0.16303802,0.14018287
6_476_650,43.0,50.010464,7.0104628,0.20442708333333334,471,2304,0.16303402,0.14017992
0_84_634,47.08,54.750828,7.6708255,0.2712673611111111,625,2304,0.16293171,0.14010428
11_672_248,49.260002,57.28583,8.025832,0.3168402777777778,730,2304,0.16292797,0.14010152
4_105_634,45.600002,53.027107,7.4271064,0.2595486111111111,598,2304,0.16287513,0.14006245
16_367_569,40.7,47.325874,6.625872,0.2092013888888889,482,2304,0.16279784,0.14000528
0_827_638,57.34,66.674614,9.334611,0.3059895833333333,705,2304,0.16279405,0.14000247
6_497_226,93.76,109.0219,15.261891,0.4644097222222222,1070,2304,0.16277614,0.13998923
12_516_291,59.870003,69.61418,9.744182,0.3146701388888889,725,2304,0.16275565,0.13997409
0_61_414,47.43,55.14774,7.7177386,0.2582465277777778,595,2304,0.1627185,0.1399466
16_622_381,77.700005,90.34154,12.641534,0.2630208333333333,606,2304,0.16269669,0.13993047
16_559_381,82.1,95.457184,13.357185,0.2612847222222222,602,2304,0.1626941,0.13992855
0_612_84,52.75,61.33197,8.58197,0.2378472222222222,548,2304,0.16269138,0.13992654
0_8_58,51.23,59.564095,8.334094,0.2552083333333333,588,2304,0.16267996,0.13991809
6_496_749,41.27,47.983192,6.71319,0.25390625,585,2304,0.16266513,0.13990712
0_599_21,76.700005,89.17193,12.4719305,0.3155381944444444,727,2304,0.16260664,0.13986386
13_702_305,101.5,117.98165,16.48165,0.3177083333333333,732,2304,0.16238078,0.13969672
16_571_474,39.600002,46.03001,6.4300113,0.2508680555555556,578,2304,0.16237402,0.13969173
0_239_635,48.98,56.928528,7.948528,0.25,576,2304,0.1622811,0.13962293
3_858_860,58.920002,68.480095,9.560092,0.21875,504,2304,0.16225547,0.13960396
15_875_719,40.08,46.58288,6.502879,0.2734375,630,2304,0.16224748,0.13959806
0_741_650,64.4,74.845566,10.445568,0.2595486111111111,598,2304,0.16219826,0.13956161
16_575_26,44.79,52.05469,7.2646914,0.2269965277777778,523,2304,0.16219449,0.13955882
0_187_563,39.48,45.8824,6.402399,0.2825520833333333,651,2304,0.16216816,0.13953932
2_47_402,46.7,54.27119,7.5711904,0.3055555555555556,704,2304,0.162124,0.13950662
16_330_381,61.100002,71.00535,9.905347,0.22352430555555555,515,2304,0.16211696,0.13950142
16_765_474,45.3,52.64383,7.3438287,0.15755208333333334,363,2304,0.16211542,0.13950028
16_360_644,47.9,55.6622,7.7622,0.2660590277777778,613,2304,0.1620501,0.1394519
12_372_127,58.7,68.21022,9.510221,0.29296875,675,2304,0.16201398,0.13942516
16_765_699,40.0,46.47955,6.479549,0.22178819444444445,511,2304,0.16198872,0.13940644
12_316_11,39.4,45.78137,6.3813686,0.21788194444444445,502,2304,0.16196367,0.13938789
0_612_387,62.7,72.85231,10.152311,0.2730034722222222,629,2304,0.16191883,0.13935469
0_595_638,73.47,85.363914,11.893915,0.3012152777777778,694,2304,0.16188805,0.13933189
0_471_650,75.8,88.07063,12.270634,0.2651909722222222,611,2304,0.1618817,0.13932718
3_86_834,90.4,105.032295,14.632293,0.3424479166666667,789,2304,0.16186164,0.13931233
6_339_638,47.13,54.75617,7.6261687,0.23914930555555555,551,2304,0.16181134,0.13927506
0_187_194,87.880005,102.09881,14.218808,0.3493923611111111,805,2304,0.16179799,0.13926518
0_289_207,59.420002,69.027695,9.607694,0.23177083333333334,534,2304,0.16169123,0.13918607
0_540_719,47.06,54.66849,7.6084886,0.3250868055555556,749,2304,0.16167633,0.13917503
0_348_345,48.66,56.52484,7.864842,0.3042534722222222,701,2304,0.16162848,0.13913956
0_202_829,63.620003,73.902214,10.28221,0.20008680555555555,461,2304,0.16161914,0.13913265
0_781_633,54.170002,62.924267,8.754265,0.3098958333333333,714,2304,0.16160725,0.13912383
0_692_259,42.8,49.714573,6.914573,0.22395833333333334,516,2304,0.16155545,0.13908544
13_689_579,56.2,65.27386,9.0738535,0.19401041666666666,447,2304,0.16145647,0.13901207
0_363_201,44.41,51.577892,7.1678925,0.2183159722222222,503,2304,0.16140267,0.1389722
0_115_140,48.100002,55.858795,7.7587943,0.2287326388888889,527,2304,0.16130549,0.13890013
0_184_250,51.46,59.75704,8.297037,0.2265625,522,2304,0.16123275,0.13884619
0_168_411,56.600002,65.72566,9.125662,0.18229166666666666,420,2304,0.16123077,0.13884473
0_885_63,48.4,56.202744,7.8027415,0.16710069444444445,385,2304,0.16121367,0.13883203
11_505_479,41.41,48.08549,6.6754904,0.20182291666666666,465,2304,0.16120479,0.13882546
16_571_644,54.7,63.51391,8.813908,0.2717013888888889,626,2304,0.16113177,0.1387713
12_458_108,56.100002,65.13913,9.039127,0.2769097222222222,638,2304,0.16112526,0.13876647
0_18_276,41.68,48.3951,6.715099,0.2417534722222222,557,2304,0.16111082,0.13875575
0_53_374,42.010002,48.773987,6.763986,0.20703125,477,2304,0.16100894,0.13868019
12_483_634,40.58,47.11366,6.53366,0.2669270833333333,615,2304,0.1610069,0.13867868
0_81_84,66.97,77.752106,10.782102,0.2248263888888889,518,2304,0.16099897,0.1386728
0_555_556,50.5,58.630436,8.130436,0.2921006944444444,673,2304,0.16099873,0.13867262
11_430_772,48.5,56.301773,7.8017716,0.2712673611111111,625,2304,0.16086127,0.13857062
6_534_387,53.8,62.453156,8.653153,0.2873263888888889,662,2304,0.16083929,0.1385543
0_555_628,66.9,77.65862,10.75862,0.2569444444444444,592,2304,0.16081645,0.13853736
12_207_6,69.64,80.836555,11.196557,0.21223958333333334,489,2304,0.16077767,0.13850859
14_88_599,126.8,147.18651,20.386503,0.3342013888888889,770,2304,0.16077684,0.13850796
0_118_719,45.5,52.813423,7.3134236,0.2703993055555556,623,2304,0.16073458,0.13847661
4_63_802,47.4,55.013954,7.613954,0.12413194444444445,286,2304,0.16063194,0.13840042
11_624_634,47.55,55.185703,7.635703,0.2573784722222222,593,2304,0.16058262,0.1383638
12_379_110,40.8,47.35133,6.5513287,0.19010416666666666,438,2304,0.16057178,0.13835575
3_808_191,41.86,48.581455,6.721453,0.1853298611111111,427,2304,0.16056983,0.1383543
0_822_368,42.37,49.1713,6.8012996,0.2838541666666667,654,2304,0.1605216,0.13831848
16_355_60,42.100002,48.857224,6.7572236,0.2170138888888889,500,2304,0.16050412,0.13830552
12_261_108,47.420002,55.030956,7.610955,0.2604166666666667,600,2304,0.16050094,0.13830316
0_257_635,44.7,51.874317,7.174315,0.2717013888888889,626,2304,0.16049922,0.13830186
12_269_763,71.07,82.47609,11.406092,0.2599826388888889,599,2304,0.16049094,0.13829574
9_54_69,56.4,65.4459,9.045896,0.24479166666666666,564,2304,0.16038822,0.13821945
16_170_802,74.1,85.982635,11.882636,0.14756944444444445,340,2304,0.16035946,0.1381981
16_278_834,116.5,135.18166,18.681654,0.3211805555555556,740,2304,0.16035755,0.13819666
13_346_286,66.8,77.51072,10.710719,0.2734375,630,2304,0.1603401,0.13818371
3_724_302,67.200005,77.97354,10.773542,0.24131944444444445,556,2304,0.16032057,0.13816921
3_820_587,46.4,53.83172,7.431719,0.2634548611111111,607,2304,0.16016635,0.13805464
0_197_94,41.07,47.647186,6.5771866,0.2126736111111111,490,2304,0.16014576,0.13803935
0_500_635,58.47,67.83177,9.361768,0.2877604166666667,663,2304,0.16011232,0.1380145
0_595_635,58.86,68.28128,9.421283,0.2638888888888889,608,2304,0.16006257,0.13797754
3_443_4,76.200005,88.38856,12.188554,0.2326388888888889,536,2304,0.15995477,0.13789742
4_306_422,45.100002,52.311295,7.211294,0.23741319444444445,547,2304,0.15989564,0.13785349
0_511_21,59.100002,68.539894,9.439891,0.3068576388888889,707,2304,0.15972742,0.13772841
3_858_737,44.530003,51.641953,7.1119523,0.22569444444444445,520,2304,0.15971148,0.13771656
0_146_250,57.05,66.16003,9.1100235,0.2621527777777778,604,2304,0.1596849,0.13769679
13_777_791,49.95,57.923595,7.9735937,0.2647569444444444,610,2304,0.1596315,0.13765709
11_602_93,40.36,46.80091,6.440909,0.2677951388888889,617,2304,0.15958644,0.13762358
0_446_424,48.530003,56.274284,7.744282,0.2456597222222222,566,2304,0.15957719,0.13761671
12_460_635,63.65,73.80551,10.155514,0.2204861111111111,508,2304,0.15955245,0.1375983
6_493_9,41.5,48.11907,6.619068,0.2326388888888889,536,2304,0.15949562,0.13755603
0_214_740,108.700005,126.031746,17.331747,0.4049479166666667,933,2304,0.15944569,0.1375189
3_800_156,39.9,46.261436,6.361434,0.14973958333333334,345,2304,0.15943442,0.13751051
12_399_422,41.2,47.767673,6.567673,0.2526041666666667,582,2304,0.15940954,0.137492
0_851_411,52.5,60.866646,8.366645,0.15321180555555555,353,2304,0.15936467,0.13745862
12_226_715,48.48,56.205082,7.7250824,0.2326388888888889,536,2304,0.15934576,0.13744456
0_692_636,39.7,46.023937,6.323936,0.2743055555555556,632,2304,0.1592931,0.13740537
16_573_136,50.09,58.067734,7.9777336,0.24348958333333334,561,2304,0.15926799,0.1373867
0_229_16,41.84,48.50229,6.6622887,0.2643229166666667,609,2304,0.15923253,0.13736029
0_235_734,41.24,47.80533,6.565328,0.2504340277777778,577,2304,0.15919806,0.13733464
0_353_670,42.100002,48.80208,6.702076,0.2109375,486,2304,0.1591942,0.13733177
17_21_190,57.100002,66.18987,9.089873,0.2322048611111111,535,2304,0.15919217,0.13733028
16_765_635,51.100002,59.234444,8.134444,0.2269965277777778,523,2304,0.15918677,0.13732626
0_343_16,65.200005,75.57575,10.375749,0.2595486111111111,598,2304,0.15913723,0.13728939
12_619_291,55.710003,64.57519,8.86519,0.3363715277777778,775,2304,0.15913102,0.13728477
0_209_194,62.99,73.012886,10.022882,0.2899305555555556,668,2304,0.15911862,0.13727553
12_250_606,45.420002,52.642956,7.2229548,0.2339409722222222,539,2304,0.15902586,0.13720648
16_518_416,41.47,48.064373,6.594374,0.2495659722222222,575,2304,0.15901554,0.13719879
16_564_363,64.3,74.52363,10.223628,0.234375,540,2304,0.15899888,0.1371864
0_597_296,60.14,69.67882,9.5388155,0.2960069444444444,682,2304,0.15861017,0.13689692
0_750_834,243.90001,282.54184,38.64183,0.5572916666666666,1284,2304,0.15843308,0.13676499
12_636_207,43.190002,50.031322,6.841321,0.20703125,477,2304,0.15840057,0.13674076
12_484_363,71.1,82.362274,11.262269,0.265625,612,2304,0.15840042,0.13674062
10_23_729,41.9,48.535835,6.6358333,0.24479166666666666,564,2304,0.1583731,0.13672028
0_197_686,67.8,78.53043,10.730429,0.2743055555555556,632,2304,0.1582659,0.13664038
0_790_793,39.54,45.796906,6.256903,0.20703125,477,2304,0.15824236,0.13662283
16_569_364,41.100002,47.603703,6.5037036,0.19921875,459,2304,0.15824096,0.1366218
0_193_407,47.83,55.39584,7.56584,0.21006944444444445,484,2304,0.15818188,0.13657776
12_516_387,70.1,81.18786,11.087855,0.2517361111111111,580,2304,0.15817198,0.13657036
1_123_317,104.5,121.02597,16.525965,0.4045138888888889,932,2304,0.1581432,0.1365489
15_9_631,62.54,72.42496,9.8849535,0.3033854166666667,699,2304,0.15805809,0.13648546
11_608_194,40.41,46.79339,6.383388,0.2495659722222222,575,2304,0.15796556,0.13641645
0_599_6,78.1,90.43087,12.330865,0.2725694444444444,628,2304,0.1578856,0.13635682
16_543_9,47.2,54.647755,7.447753,0.21571180555555555,497,2304,0.15779138,0.13628653
0_843_487,43.9,50.82508,6.9250817,0.18055555555555555,416,2304,0.15774673,0.13625324
12_357_219,40.87,47.31131,6.441308,0.21961805555555555,506,2304,0.1576048,0.13614732
5_734_476,43.350002,50.17975,6.829747,0.2556423611111111,589,2304,0.15754895,0.13610564
0_177_41,104.5,120.96045,16.460447,0.2339409722222222,539,2304,0.15751624,0.13608123
12_90_6,68.21,78.94761,10.737605,0.2582465277777778,595,2304,0.15741982,0.13600925
8_13_666,53.2,61.572327,8.372327,0.23914930555555555,551,2304,0.15737456,0.13597548
0_467_23,49.22,56.96301,7.7430086,0.24609375,567,2304,0.15731427,0.13593046
0_502_200,39.77,46.02406,6.2540603,0.19661458333333334,453,2304,0.15725572,0.13588676
3_116_860,53.620003,62.043858,8.423857,0.19791666666666666,456,2304,0.15710288,0.13577262
4_389_419,45.07,52.149105,7.079106,0.2339409722222222,539,2304,0.15706913,0.1357474
3_443_315,52.77,61.05698,8.286979,0.2708333333333333,624,2304,0.15703958,0.13572533
10_23_150,40.11,46.408028,6.2980256,0.22135416666666666,510,2304,0.15701884,0.13570984
13_708_320,43.24,50.027943,6.7879434,0.2595486111111111,598,2304,0.15698296,0.13568304
0_552_310,45.690002,52.861607,7.1716056,0.2690972222222222,620,2304,0.15696225,0.13566756
0_298_296,52.88,61.178642,8.298642,0.2708333333333333,624,2304,0.15693347,0.13564606
0_446_27,54.9,63.514492,8.61449,0.22569444444444445,520,2304,0.15691237,0.1356303
0_104_58,40.04,46.321545,6.281543,0.2630208333333333,606,2304,0.15688169,0.13560736
0_282_296,79.520004,91.993996,12.473995,0.30078125,693,2304,0.15686613,0.13559575
12_265_259,40.600002,46.96861,6.3686085,0.25,576,2304,0.15686227,0.13559286
16_395_291,79.72,92.22482,12.504818,0.3563368055555556,821,2304,0.15685923,0.13559058
12_516_596,73.200005,84.680115,11.480114,0.3576388888888889,824,2304,0.15683214,0.13557036
15_51_656,45.4,52.51774,7.1177382,0.2829861111111111,652,2304,0.15677837,0.13553017
0_152_554,58.45,67.60856,9.15856,0.1814236111111111,418,2304,0.1566905,0.1354645
3_813_206,41.600002,48.117138,6.517136,0.2339409722222222,539,2304,0.15666191,0.13544314
0_95_12,45.54,52.67385,7.1338515,0.2152777777777778,496,2304,0.15665023,0.1354344
0_441_296,68.69,79.44782,10.757818,0.2712673611111111,625,2304,0.15661404,0.13540734
0_167_212,41.2,47.651764,6.4517617,0.203125,468,2304,0.15659615,0.13539398
0_96_650,75.06,86.81168,11.751684,0.2630208333333333,606,2304,0.15656388,0.13536985
12_275_194,45.510002,52.63239,7.1223903,0.24609375,567,2304,0.15650165,0.13532333
16_360_11,62.5,72.2796,9.779602,0.24913194444444445,574,2304,0.15647364,0.13530238
16_571_296,54.07,62.52682,8.45682,0.2868923611111111,661,2304,0.15640502,0.13525108
12_424_422,49.600002,57.35109,7.751089,0.25390625,585,2304,0.15627195,0.13515157
0_648_19,142.40001,164.65134,22.25133,0.33203125,765,2304,0.15625933,0.13514212
0_548_783,65.9,76.195694,10.295695,0.18619791666666666,429,2304,0.15623209,0.13512175
0_648_834,167.40001,193.54968,26.149677,0.4075520833333333,939,2304,0.15621072,0.13510576
0_121_715,46.77,54.075512,7.30551,0.23828125,549,2304,0.15620077,0.13509831
3_836_316,64.17,74.1883,10.018298,0.25,576,2304,0.15612121,0.1350388
13_338_381,92.4,106.81497,14.414971,0.24739583333333334,570,2304,0.15600619,0.13495272
12_64_253,40.0,46.23734,6.23734,0.1345486111111111,310,2304,0.1559335,0.13489833
3_802_44,90.700005,104.842285,14.142282,0.3133680555555556,722,2304,0.15592371,0.134891
13_346_393,54.420002,62.903286,8.483284,0.28125,648,2304,0.1558854,0.13486233
16_163_296,64.57,74.62962,10.059622,0.2621527777777778,604,2304,0.15579405,0.13479395
0_628_140,43.07,49.77953,6.709528,0.19661458333333334,453,2304,0.15578194,0.13478488
0_314_93,48.47,56.020134,7.5501347,0.2951388888888889,680,2304,0.15576923,0.13477537
0_199_686,45.7,52.818035,7.118035,0.3216145833333333,741,2304,0.15575568,0.13476524
6_667_650,43.06,49.76636,6.7063603,0.1931423611111111,445,2304,0.15574455,0.1347569
0_126_23,51.55,59.575386,8.025386,0.25,576,2304,0.1556816,0.13470976
5_17_606,46.13,53.31072,7.1807165,0.1740451388888889,401,2304,0.15566261,0.13469554
3_771_116,67.82,78.372505,10.552505,0.2690972222222222,620,2304,0.15559576,0.13464549
0_714_686,63.3,73.14799,9.847982,0.3572048611111111,823,2304,0.15557635,0.13463095
0_274_194,52.32,60.459747,8.139748,0.21875,504,2304,0.15557621,0.13463086
0_488_411,49.600002,57.31585,7.7158494,0.1684027777777778,388,2304,0.15556148,0.13461982
4_428_856,40.7,47.030357,6.330355,0.12760416666666666,294,2304,0.15553698,0.13460147
0_60_108,62.75,72.50911,9.759109,0.2769097222222222,638,2304,0.15552364,0.13459148
16_330_716,42.8,49.45574,6.65574,0.1931423611111111,445,2304,0.15550794,0.13457972
0_678_293,50.88,58.79211,7.912109,0.2725694444444444,628,2304,0.15550528,0.13457774
12_349_719,44.79,51.753098,6.9630957,0.2495659722222222,575,2304,0.15546094,0.13454452
0_35_793,43.8,50.6088,6.8087997,0.2048611111111111,472,2304,0.15545206,0.13453786
3_787_339,92.96,107.41016,14.450156,0.3389756944444444,781,2304,0.15544489,0.1345325
0_192_489,47.100002,54.420837,7.3208375,0.21006944444444445,484,2304,0.15543179,0.13452269
13_694_45,47.77,55.192825,7.4228253,0.19618055555555555,452,2304,0.15538676,0.13448896
0_115_27,39.5,45.63605,6.1360507,0.1488715277777778,343,2304,0.15534306,0.13445622
0_799_719,56.280003,65.01955,8.739543,0.2855902777777778,658,2304,0.15528682,0.13441409
13_626_522,54.55,63.02077,8.470772,0.2365451388888889,545,2304,0.15528454,0.13441238
0_215_220,41.27,47.678482,6.40848,0.2261284722222222,521,2304,0.15528181,0.13441032
0_489_843,49.920002,57.67157,7.75157,0.17838541666666666,411,2304,0.15527984,0.13440886
0_162_650,57.8,66.77334,8.97334,0.21223958333333334,489,2304,0.1552481,0.13438508
13_662_501,44.16,51.014828,6.854825,0.24869791666666666,573,2304,0.15522702,0.13436927
0_217_774,52.2,60.29987,8.09987,0.2508680555555556,578,2304,0.15516992,0.13432649
2_92_458,41.09,47.46418,6.3741803,0.23567708333333334,543,2304,0.15512729,0.13429454
0_599_765,40.600002,46.892414,6.2924137,0.22526041666666666,519,2304,0.15498555,0.13418831
3_70_294,52.2,60.28744,8.08744,0.23567708333333334,543,2304,0.15493178,0.134148
16_546_638,60.71,70.11359,9.403583,0.2782118055555556,641,2304,0.15489347,0.13411926
0_149_806,56.0,64.67236,8.672362,0.24348958333333334,561,2304,0.15486361,0.13409688
8_14_834,102.200005,118.022736,15.822732,0.3580729166666667,825,2304,0.15482125,0.13406512
0_187_592,46.690002,53.917744,7.2277427,0.2482638888888889,572,2304,0.15480278,0.13405128
6_52_296,42.02,48.523903,6.5039024,0.1996527777777778,460,2304,0.15478112,0.13403502
0_806_635,68.590004,79.20623,10.61623,0.2912326388888889,671,2304,0.1547781,0.13403277
2_44_393,45.18,52.170567,6.9905653,0.2738715277777778,631,2304,0.15472698,0.13399443
0_203_802,74.200005,85.68039,11.480387,0.16493055555555555,380,2304,0.15472218,0.13399084
15_510_705,40.0,46.18614,6.1861367,0.2482638888888889,572,2304,0.15465342,0.13393925
16_503_764,42.5,49.072067,6.5720677,0.21744791666666666,501,2304,0.15463689,0.13392685
0_151_634,87.5,101.0304,13.530398,0.3498263888888889,806,2304,0.15463312,0.13392402
0_704_190,87.5,101.02715,13.527155,0.2730034722222222,629,2304,0.15459606,0.13389623
0_487_645,43.920002,50.70755,6.787548,0.22743055555555555,524,2304,0.15454344,0.13385676
16_543_259,84.6,97.669655,13.069655,0.3033854166666667,699,2304,0.15448765,0.1338149
16_732_80,40.54,46.802025,6.262025,0.19401041666666666,447,2304,0.15446533,0.13379817
0_714_249,68.270004,78.8136,10.543595,0.3606770833333333,831,2304,0.15443964,0.13377889
1_25_0,42.4,48.94816,6.5481567,0.1918402777777778,442,2304,0.15443765,0.1337774
0_535_84,70.5,81.3845,10.8845005,0.2899305555555556,668,2304,0.15439008,0.13374169
0_168_84,62.57,72.22884,9.65884,0.24869791666666666,573,2304,0.15436855,0.13372552
16_412_261,39.350002,45.424294,6.0742927,0.21961805555555555,506,2304,0.15436575,0.13372344
16_564_468,79.700005,92.00233,12.302328,0.2261284722222222,521,2304,0.15435794,0.13371758
0_242_258,54.100002,62.449417,8.349418,0.2282986111111111,526,2304,0.15433304,0.1336989
13_585_111,50.7,58.523273,7.8232727,0.2243923611111111,517,2304,0.15430517,0.13367797
12_444_650,40.25,46.4596,6.2095985,0.18359375,423,2304,0.15427575,0.13365588
11_631_843,40.100002,46.286064,6.186065,0.1857638888888889,428,2304,0.15426596,0.13364854
0_405_79,39.9,46.05383,6.1538305,0.21354166666666666,492,2304,0.15423134,0.13362256
0_241_500,63.0,72.71509,9.715088,0.2873263888888889,662,2304,0.15420775,0.13360484
0_757_41,99.44,114.77237,15.332368,0.2087673611111111,481,2304,0.15418713,0.13358936
0_714_500,54.07,62.40634,8.336339,0.2677951388888889,617,2304,0.15417679,0.1335816
0_640_473,43.8,50.552902,6.752901,0.2517361111111111,580,2304,0.15417583,0.13358088
15_742_740,78.700005,90.832924,12.13292,0.3715277777777778,856,2304,0.1541667,0.13357404
0_203_644,49.4,57.015594,7.6155925,0.2595486111111111,598,2304,0.15416178,0.13357034
0_583_127,47.3,54.590565,7.2905645,0.20703125,477,2304,0.15413456,0.1335499
13_656_112,69.700005,80.440834,10.740829,0.2942708333333333,678,2304,0.15410085,0.1335246
3_770_125,41.52,47.917877,6.3978767,0.2222222222222222,512,2304,0.15409145,0.13351753
6_477_650,49.16,56.73461,7.574612,0.2261284722222222,521,2304,0.15408081,0.13350955
0_648_150,44.24,51.053883,6.8138833,0.17838541666666666,411,2304,0.15402086,0.13346455
0_281_387,49.100002,56.660927,7.5609245,0.17491319444444445,403,2304,0.15399031,0.1334416
0_635_345,51.0,58.849926,7.8499246,0.29296875,675,2304,0.15392008,0.13338886
12_675_363,65.3,75.34477,10.04477,0.20616319444444445,475,2304,0.15382496,0.13331741
16_566_11,63.300003,73.035904,9.735904,0.2426215277777778,559,2304,0.15380573,0.13330299
16_526_381,104.700005,120.80226,16.102255,0.2964409722222222,683,2304,0.15379421,0.13329431
0_843_470,41.81,48.23987,6.4298677,0.19227430555555555,443,2304,0.15378779,0.1332895
0_148_600,113.1,130.49144,17.391438,0.4127604166666667,951,2304,0.15377045,0.13327646
0_211_108,71.51,82.50403,10.994029,0.3107638888888889,716,2304,0.15374114,0.13325445
0_579_843,49.05,56.58964,7.5396423,0.1818576388888889,419,2304,0.1537134,0.1332336
16_731_670,43.8,50.529816,6.729815,0.17664930555555555,407,2304,0.15364875,0.13318503
15_9_469,41.15,47.472282,6.322282,0.2361111111111111,544,2304,0.1536399,0.13317838
12_421_715,44.760002,51.635334,6.8753347,0.1896701388888889,437,2304,0.15360443,0.13315174
3_719_834,104.5,120.55077,16.050774,0.3576388888888889,824,2304,0.15359592,0.13314533
15_895_145,57.15,65.923996,8.773992,0.2864583333333333,660,2304,0.15352565,0.13309254
16_365_802,65.700005,75.785774,10.085775,0.14366319444444445,331,2304,0.15351255,0.1330827
0_536_212,48.05,55.426,7.3759995,0.2092013888888889,482,2304,0.15350676,0.13307834
13_777_535,81.96,94.540726,12.580721,0.2751736111111111,634,2304,0.1534983,0.13307197
12_425_802,66.8,77.052185,10.252186,0.13151041666666666,303,2304,0.15347584,0.13305509
5_16_525,46.280003,53.382572,7.102573,0.2860243055555556,659,2304,0.15346959,0.13305041
0_46_633,66.880005,77.14331,10.26331,0.2786458333333333,642,2304,0.15345858,0.13304213
11_891_635,52.54,60.589996,8.049997,0.2699652777777778,622,2304,0.15321654,0.13286017
17_21_452,40.2,46.354454,6.154454,0.2439236111111111,562,2304,0.15309587,0.13276942
0_235_508,40.3,46.46861,6.1686096,0.1948784722222222,449,2304,0.15306725,0.13274789
3_764_316,68.06,78.47626,10.416255,0.1953125,450,2304,0.15304519,0.13273129
16_543_304,42.2,48.657604,6.457602,0.23177083333333334,534,2304,0.15302373,0.13271517
11_672_381,95.200005,109.76209,14.562087,0.2825520833333333,651,2304,0.15296309,0.13266955
14_76_108,54.04,62.305634,8.265635,0.1918402777777778,442,2304,0.152954,0.13266271
