Horizon,Model,RMSE,MAE,WAPE,sMAPE,N
24,LightGBM,0.09861831281816129,0.05253880341286119,1.0694536950942974,1.7194930258945618,1680000
24,Ridge,0.10252880999485994,0.05729589255318735,1.1662866305351032,1.71129510876414,1680000
24,SeasonalNaive168,0.13141843747712328,0.05815370059523809,1.1837477434775459,0.5913241097923265,1680000
24,Naive,0.13503878340834075,0.05941629821428573,1.209448551288049,0.5943035805112026,1680000
24,SeasonalNaive24,0.13503878340834075,0.05941629821428573,1.209448551288049,0.5943035805112026,1680000
