Horizon,Feature set,RMSE,MAE,WAPE,sMAPE,N,Train rows used
1,Lag + Calendar + Promotion + Weather + Stockout,0.09724141657352448,0.05246198549866676,1.0709757804870605,1.7026467352252024,1680000,500000
1,Lag + Calendar + Promotion,0.09829404950141907,0.05441805720329285,1.1109076738357544,1.7125034829456018,1680000,500000
1,Lag + Calendar + Promotion + Weather,0.0990937203168869,0.05458433926105499,1.114302158355713,1.7122163860109696,1680000,500000
1,Lag + Calendar,0.09870138019323349,0.05463425815105438,1.1153212785720825,1.7117931338120476,1680000,500000
